Time (s),Latitude,Longitude,Altitude,Altitude WGS84 (m),Speed (m/s),Direction (°),Distance (km),Horizontal Accuracy (m),Vertical Accuracy (m),Satellites
188.385361,62.47195937,6.236257497,34.82188088,78.71547732,0.01625674685,NaN,0.02678471807,2,5.27088045,-1
189.3853587,62.47195928,6.23625661,34.8679139,78.7615104,0.008086977106,NaN,0.02683844047,2,5.105120607,-1
190.3853561,62.47195918,6.236255585,34.7735091,78.66710566,0.01171646997,NaN,0.02685104378,2,5.20799782,-1
191.385353,62.47195921,6.236255348,34.64196051,78.53555705,0.01349481304,NaN,0.02686467467,2.000029053,5.170638259,-1
192.3853499,62.47195909,6.236255401,34.63099557,78.52459222,0.007252012103,NaN,0.02688809427,2,5.105320192,-1
193.3853477,62.47195889,6.236255304,34.5146011,78.40819792,0.007741489405,NaN,0.02690137553,2,4.795605327,-1
194.3853443,62.47195881,6.236255503,34.41870047,78.31229736,0.02114795016,NaN,0.02698462926,2.000029321,4.852194658,-1
195.3853416,62.47195827,6.23625438,34.38147259,78.27506994,0.01160182882,NaN,0.02700161039,2,4.897980322,-1
196.3853391,62.47195822,6.236254068,34.27984676,78.17344414,0.01050293598,NaN,0.02701664088,2,4.896947719,-1
197.3853356,62.47195816,6.236254332,34.26030068,78.15389812,0.02229311767,NaN,0.02709278273,2.000029165,4.840684302,-1
198.3853331,62.47195755,6.236253679,34.1503723,78.04397027,0.01401268553,NaN,0.02711506144,2,5.161909626,-1
199.3853301,62.47195735,6.236253566,34.1191466,78.01274474,0.009866149137,NaN,0.02713967903,2,5.079569074,-1
200.3853266,62.47195743,6.236254015,34.04951809,77.94311617,0.01796526428,NaN,0.02714690624,2,4.745570018,-1
202.3853213,62.47195747,6.236253905,34.06381312,77.95741116,0.007148889396,NaN,0.02715870816,2,4.701302324,-1
203.3853182,62.47195758,6.236253917,33.95867061,77.85226856,0.01077720194,NaN,0.02723805962,2.00002893,5.022481884,-1
204.3853159,62.47195692,6.236253305,34.00838794,77.90198646,0.01513464221,NaN,0.02731591067,2,5.219285182,-1
205.3853122,62.47195629,6.23625266,34.06065957,77.95425862,0.01322901585,NaN,0.02738699933,2,5.073979555,-1
206.3853096,62.47195566,6.236252387,33.99907245,77.89267205,0.02790244275,NaN,0.02745057556,2,4.986664762,-1
207.3853073,62.47195518,6.236251735,34.09199913,77.98559915,0.01323255855,NaN,0.02751295597,2,5.54070952,-1
208.3853037,62.47195475,6.236250956,34.26827936,78.16187974,0.01274863393,NaN,0.0275415474,2,5.589414775,-1
209.3853011,62.47195479,6.236250409,34.39118381,78.28478414,0.02290556597,NaN,0.02754705419,2,5.381290492,-1
210.3852978,62.47195482,6.236250316,34.41350809,78.3071084,0.03026443839,NaN,0.02757586405,2,4.973933599,-1
211.3852947,62.47195507,6.236250454,34.53556901,78.4291691,0.01489313262,NaN,0.02758808561,2,4.922508785,-1
212.3852917,62.47195517,6.236250356,34.52107145,78.41467145,0.008500655849,NaN,0.02761231306,2,5.226224457,-1
213.3852888,62.47195528,6.236250756,34.69752452,78.59112442,0.002927658768,NaN,0.02763978453,2,5.369126555,-1
214.3852855,62.47195504,6.236250713,34.50454773,78.39814785,0.01027873865,NaN,0.02766540348,2.000028973,5.443454196,-1
215.3852832,62.4719549,6.236250312,34.45086941,78.34446965,0.004153802042,NaN,0.02773059203,2,4.918699034,-1
216.3852803,62.47195459,6.236249239,34.38346921,78.2770697,0.009334847779,NaN,0.02773936105,2,5.419782305,-1
217.3852774,62.47195451,6.236249306,34.44962124,78.34322179,0.02873745504,NaN,0.02775550717,2.000029229,5.428988818,-1
218.3852743,62.47195451,6.236248992,34.49396986,78.3875704,0.00643823428,NaN,0.02780331895,2,5.133338139,-1
219.3852707,62.47195426,6.236248235,34.50031261,78.39391336,0.02794165624,NaN,0.02781082595,2,4.893938423,-1
220.3852687,62.47195432,6.236248326,34.52274039,78.41634109,0.03502171261,NaN,0.02782174514,2,5.101544325,-1
221.3852648,62.47195438,6.23624817,34.5320264,78.42562704,0.006868292264,NaN,0.0278448586,2.00002362,5.135147594,-1
222.3852623,62.47195444,6.236247735,34.61588359,78.50948418,0.01366266404,NaN,0.02785452594,2,4.814424826,-1
223.3852592,62.47195435,6.23624775,34.60369586,78.49729653,0.01166542872,NaN,0.02785810572,2,4.716752889,-1
224.3852566,62.47195438,6.236247707,34.50055156,78.3941522,0.0116838285,NaN,0.02791450916,2,4.78422789,-1
225.3852528,62.47195413,6.236246749,34.47232767,78.36592851,0.01968093588,NaN,0.02794733444,2,4.900598024,-1
226.3852506,62.47195392,6.236246292,34.37103218,78.26463319,0.02113401443,NaN,0.0279770909,2,4.980502878,-1
227.3852475,62.47195367,6.236246088,34.31997208,78.2135733,0.01079931734,NaN,0.02802360517,2,4.952930742,-1
228.3852443,62.47195328,6.236245757,34.29616913,78.18977069,0.00783993644,NaN,0.02807684469,2,5.025604994,-1
229.385242,62.47195284,6.236245361,34.29167031,78.18527225,0.01521904667,NaN,0.02814601293,2,5.234639345,-1
230.3852389,62.4719523,6.236244692,34.16106289,78.05466529,0.01223336531,NaN,0.02819776207,2,4.943101389,-1
231.3852357,62.47195194,6.236244066,34.01616589,77.90976861,0.008310932669,NaN,0.02830035735,2,5.425736863,-1
233.3852298,62.47195101,6.236244049,33.67079859,77.56440211,0.009314356153,NaN,0.02830534582,2,4.993275652,-1
234.385226,62.47195103,6.236244139,33.58898589,77.48258941,0.03541353988,NaN,0.02831528967,2,5.394249352,-1
235.3852236,62.47195095,6.236244056,33.47844908,77.37205266,0.01436672059,NaN,0.02837826345,2.00002913,5.012277761,-1
