Latitude,Longitude,Altitude
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236538,43.70
62.474674,6.236537,43.70
62.474674,6.236537,43.70
62.474674,6.236537,43.70
62.474674,6.236537,43.70
62.474674,6.236537,43.70
62.474674,6.236537,43.70
62.474674,6.236537,43.70
62.474674,6.236537,43.70
62.474674,6.236537,43.70
62.474674,6.236537,43.70
62.474674,6.236537,43.70
62.474674,6.236537,43.70
